time,open,high,low,close,MA,MA №1,MA №2,MA №3,MA №4,Developing Poc,Developing VA High,Developing VA Low,Volume,Volume MA,RSI,Histogram,MACD,Signal
1955-07-31T22:00:00Z,2.82,2.82,2.82,2.82,NaN,2.8199999999999994,2.675,2.2334,NaN,NaN,NaN,NaN,0,0,55.04822547130915,-0.012363699376353177,0.18052773569394542,0.1928914350702986
1955-08-31T22:00:00Z,2.82,2.82,2.82,2.82,NaN,2.8199999999999994,2.68,2.2473,NaN,NaN,NaN,NaN,0,0,55.048225471309145,-0.012896213426786762,0.17677116828681516,0.18966738171360192
1955-10-31T22:00:00Z,2.82,2.82,2.82,2.82,NaN,2.8199999999999994,2.685,2.2587,NaN,NaN,NaN,NaN,0,0,55.04822547130915,-0.01335603613080516,0.17297233655009547,0.18632837268090063
1955-11-30T22:00:00Z,2.82,2.82,2.82,2.82,NaN,2.8199999999999994,2.69,2.2681,NaN,NaN,NaN,NaN,0,0,55.04822547130915,-0.013746653775974782,0.16914505546093217,0.18289170923690695
1956-01-31T22:00:00Z,2.82,2.82,2.82,2.82,NaN,2.819999999999999,2.695,2.2845999999999997,NaN,NaN,NaN,NaN,0,0,55.048225471309145,-0.014071958971955428,0.16530176052196266,0.1793737194939181
1956-02-29T22:00:00Z,2.82,2.82,2.82,2.82,NaN,2.8199999999999994,2.7,2.3001,NaN,NaN,NaN,NaN,0,0,55.048225471309145,-0.014336078142301534,0.16145362181604117,0.1757896999583427
1956-04-30T22:00:00Z,2.82,2.82,2.82,2.82,NaN,2.8199999999999994,2.705,2.3164,NaN,NaN,NaN,NaN,0,0,55.04822547130915,-0.014543240593273665,0.1576106492167506,0.17215388981002427
1956-05-31T22:00:00Z,2.82,2.82,2.82,2.82,NaN,2.819999999999999,2.71,2.3381,NaN,NaN,NaN,NaN,0,0,55.048225471309145,-0.014697680309600752,0.15378178942302334,0.1684794697326241
1956-07-31T22:00:00Z,2.82,2.82,2.82,2.82,NaN,2.8199999999999994,2.715,2.3563,NaN,NaN,NaN,NaN,0,0,55.048225471309145,-0.014803563437111339,0.14997501543623493,0.16477857887334627
1956-09-30T22:00:00Z,2.82,2.82,2.82,2.82,NaN,2.8199999999999994,2.72,2.3748,NaN,NaN,NaN,NaN,0,0,55.048225471309145,-0.014864935857139744,0.14619740905192158,0.16106234490906132
1956-10-31T22:00:00Z,2.82,2.82,2.82,2.82,NaN,2.819999999999999,2.725,2.3920999999999997,NaN,NaN,NaN,NaN,0,0,55.048225471309145,-0.014885686410878118,0.1424552368954637,0.1573409233063418
1956-12-31T22:00:00Z,2.82,2.82,2.82,2.82,NaN,2.8199999999999994,2.7300000000000004,2.4084999999999996,NaN,NaN,NaN,NaN,0,0,55.048225471309145,-0.014869522251885453,0.138754020491485,0.15362354274337045
1957-01-31T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.8324999999999987,2.7400000000000007,2.429,NaN,NaN,NaN,NaN,0,0,55.98888478609397,-0.006671805390513541,0.1452837860052285,0.15195559139574205
1957-02-28T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.844999999999999,2.75,2.4482999999999997,NaN,NaN,NaN,NaN,0,0,55.98888478609397,-0.0009487900650493319,0.1507696038144304,0.15171839387947972
1957-03-31T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.857499999999999,2.76,2.4671,NaN,NaN,NaN,NaN,0,0,55.98888478609397,0.0028712679025703625,0.15530747875769269,0.15243621085512232
1957-04-30T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.8699999999999988,2.7700000000000005,2.4858,NaN,NaN,NaN,NaN,0,0,55.98888478609397,0.005239576669068435,0.15898568169145788,0.15374610502238945
1957-06-30T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.882499999999999,2.78,2.506,NaN,NaN,NaN,NaN,0,0,55.98888478609397,0.0065113904844863735,0.1618853431279974,0.15537395264351103
1957-07-31T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.8949999999999987,2.7900000000000005,2.525,NaN,NaN,NaN,NaN,0,0,55.98888478609396,0.006965639652018851,0.1640810022085346,0.15711536255651576
1957-09-30T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.907499999999999,2.8,2.5439999999999996,NaN,NaN,NaN,NaN,0,0,55.98888478609396,0.0068206014292420125,0.16564111434306827,0.15882051291382626
1957-10-31T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.919999999999999,2.81,2.5629999999999997,NaN,NaN,NaN,NaN,0,0,55.98888478609396,0.0062464061496660395,0.16662852060090882,0.16038211445124279
1957-12-31T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.9324999999999988,2.82,2.5809999999999995,NaN,NaN,NaN,NaN,0,0,55.98888478609397,0.00537501380440672,0.1671008817067512,0.16172586790234447
1958-03-31T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.944999999999999,2.83,2.5989999999999998,NaN,NaN,NaN,NaN,0,0,55.98888478609397,0.004308169106065907,0.16711107928492686,0.16280291017886095
1958-04-30T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.9574999999999987,2.84,2.617,NaN,NaN,NaN,NaN,0,0,55.98888478609397,0.0031237412953294685,0.16670758679802278,0.1635838455026933
1958-06-30T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.969999999999999,2.85,2.6325,NaN,NaN,NaN,NaN,0,0,55.98888478609397,0.0018807735532003211,0.16593481244419372,0.1640540388909934
1958-07-31T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.982499999999999,2.86,2.648,NaN,NaN,NaN,NaN,0,0,55.98888478609397,0.000623501774496521,0.16483341610911406,0.16420991433461754
1958-08-31T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.994999999999999,2.87,2.6634999999999995,NaN,NaN,NaN,NaN,0,0,55.98888478609397,-0.0006154496175889423,0.16344060231263136,0.1640560519302203
1958-09-30T22:00:00Z,3.07,3.07,3.07,3.07,NaN,3.0074999999999994,2.88,2.6779999999999995,NaN,NaN,NaN,NaN,0,0,55.98888478609397,-0.0018125287874786455,0.161790390945872,0.16360291973335064
1958-11-30T22:00:00Z,3,3,3,3,NaN,3.0164999999999993,2.8886000000000003,2.6893000000000002,NaN,NaN,NaN,NaN,0,0,55.60364216174684,-0.005232723299407577,0.15706201560909117,0.16229473890849874
1958-12-31T22:00:00Z,3,3,3,3,NaN,3.025499999999999,2.8972,2.7006,NaN,NaN,NaN,NaN,0,0,55.60364216174684,-0.007882174837436445,0.15244202036170318,0.16032419519913962
1959-03-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,3.032999999999999,2.9052000000000002,2.7116,NaN,NaN,NaN,NaN,0,0,55.43647293752472,-0.010892782432991022,0.14670821715790083,0.15760099959089185
1959-04-30T22:00:00Z,2.97,2.97,2.97,2.97,NaN,3.0404999999999993,2.9082000000000003,2.7226,NaN,NaN,NaN,NaN,0,0,55.43647293752472,-0.013109706200291227,0.14121386684052784,0.15432357304081906
1959-05-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,3.0479999999999996,2.9112,2.7335999999999996,NaN,NaN,NaN,NaN,0,0,55.43647293752472,-0.01470093208495063,0.13594740793463078,0.1506483400195814
1959-06-30T22:00:00Z,2.97,2.97,2.97,2.97,NaN,3.0429999999999993,2.9142,2.7445999999999997,NaN,NaN,NaN,NaN,0,0,55.43647293752472,-0.015800328406375047,0.1308979295116126,0.14669825791798766
1959-08-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,3.0379999999999994,2.9172000000000002,2.7535999999999996,NaN,NaN,NaN,NaN,0,0,55.43647293752472,-0.016514502444320928,0.1260551298625865,0.14256963230690742
1959-09-30T22:00:00Z,2.97,2.97,2.97,2.97,NaN,3.032999999999999,2.9202,2.7576,NaN,NaN,NaN,NaN,0,0,55.43647293752472,-0.016928283442142505,0.12140927800422929,0.1383375614463718
1959-11-30T22:00:00Z,2.97,2.97,2.97,2.97,NaN,3.0279999999999996,2.9232,2.7615999999999996,NaN,NaN,NaN,NaN,0,0,55.436472937524734,-0.017109106905138394,0.11695117781494879,0.13406028472008719
1959-12-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,3.0229999999999992,2.9262,2.7656,NaN,NaN,NaN,NaN,0,0,55.436472937524734,-0.017110520084958697,0.11267213461388881,0.1297826546988475
1960-01-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,3.0179999999999993,2.9292000000000002,2.7695999999999996,NaN,NaN,NaN,NaN,0,0,55.436472937524734,-0.016974984551913763,0.10856392400895531,0.12553890856086908
1960-02-29T22:00:00Z,2.97,2.97,2.97,2.97,NaN,3.0129999999999995,2.9322000000000004,2.7736,NaN,NaN,NaN,NaN,0,0,55.436472937524734,-0.016736116566562625,0.1046187628526658,0.12135487941922843
1960-03-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,3.0079999999999996,2.9352,2.7776,NaN,NaN,NaN,NaN,0,0,55.43647293752472,-0.01642047781030212,0.10082928215635079,0.1172497599666529
1960-05-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,3.0029999999999997,2.9381999999999993,2.7815999999999996,NaN,NaN,NaN,NaN,0,0,55.43647293752472,-0.016049006514060007,0.0971885018240779,0.11323750833813791
1960-06-30T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9979999999999998,2.9411999999999994,2.7856,NaN,NaN,NaN,NaN,0,0,55.43647293752472,-0.01563816100833068,0.09368980707772456,0.10932796808605524
1960-07-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.993,2.9441999999999995,2.7895999999999996,NaN,NaN,NaN,NaN,0,0,55.43647293752472,-0.01520083330568836,0.0903269264539448,0.10552775975963316
1960-08-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.988,2.947199999999999,2.7936,NaN,NaN,NaN,NaN,0,0,55.43647293752472,-0.014747078797783628,0.08709391126240362,0.10184099006018725
1960-10-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9829999999999997,2.950199999999999,2.7976,NaN,NaN,NaN,NaN,0,0,55.43647293752472,-0.014284698926021328,0.0839851164026606,0.09826981532868193
1960-11-30T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.978,2.953199999999999,2.8015999999999996,NaN,NaN,NaN,NaN,0,0,55.43647293752472,-0.013819706307354337,0.080995182444489,0.09481488875184334
1961-01-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.973,2.956199999999998,2.8056,NaN,NaN,NaN,NaN,0,0,55.43647293752472,-0.013356695894835138,0.07811901888329942,0.09147571477813456
1961-02-28T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9715000000000003,2.9591999999999983,2.8095999999999997,NaN,NaN,NaN,NaN,0,0,55.43647293752472,-0.012899141031551153,0.07535178848869561,0.08825092952024677
1961-04-30T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.97,2.9621999999999984,2.8136,NaN,NaN,NaN,NaN,0,0,55.436472937524734,-0.012449629480119961,0.07268889267009682,0.08513852215021678
1961-05-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.97,2.965199999999998,2.8176,NaN,NaN,NaN,NaN,0,0,55.436472937524734,-0.012010051489107637,0.07012595778883224,0.08213600927793988
1961-07-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.97,2.968199999999998,2.8215999999999997,NaN,NaN,NaN,NaN,0,0,55.43647293752474,-0.011581749541404146,0.0676588223511847,0.07924057189258885
1961-08-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.971199999999998,2.8256,NaN,NaN,NaN,NaN,0,0,55.43647293752474,-0.011165637496823796,0.0652835250215591,0.0764491625183829
1961-10-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.974199999999998,2.8295999999999997,NaN,NaN,NaN,NaN,0,0,55.43647293752474,-0.010762295295258129,0.06299629339931023,0.07375858869456836
1961-11-30T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.97,2.977199999999998,2.8336,NaN,NaN,NaN,NaN,0,0,55.43647293752474,-0.010372044150210466,0.060793533506805275,0.07116557765701574
1961-12-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.980199999999998,2.8376,NaN,NaN,NaN,NaN,0,0,55.43647293752474,-0.009995006173580415,0.058671819940040226,0.06866682611362064
1962-01-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.9831999999999983,2.8416,NaN,NaN,NaN,NaN,0,0,55.43647293752474,-0.009631151581615177,0.056627886636601676,0.06625903821821685
1962-02-28T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.9861999999999984,2.8456,2.25955,NaN,NaN,NaN,0,0,55.43647293752474,-0.009280335999381759,0.05465861821898965,0.06393895421837141
1962-04-30T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.9891999999999985,2.8496000000000006,2.27195,NaN,NaN,NaN,0,0,55.43647293752474,-0.008942329875265054,0.05276104187429009,0.06170337174955515
1962-05-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.9921999999999986,2.8536,2.28155,NaN,NaN,NaN,0,0,55.43647293752474,-0.008616841612464968,0.05093231973397394,0.05954916134643891
1962-07-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.9951999999999988,2.8576000000000006,2.28065,NaN,NaN,NaN,0,0,55.43647293752474,-0.008303535701030963,0.049169741720150206,0.05747327742118117
1962-09-30T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.9981999999999984,2.8616,2.2768,NaN,NaN,NaN,0,0,55.43647293752474,-0.008002046875355377,0.047470718826986946,0.05547276570234232
1962-10-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,3.0011999999999985,2.8656,2.2796000000000003,NaN,NaN,NaN,0,0,55.43647293752474,-0.007711991115294074,0.04583277680822473,0.0535447679235188
1962-12-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.999199999999998,2.8696,2.2763,NaN,NaN,NaN,0,0,55.43647293752474,-0.007432974143809716,0.044253550243756656,0.05168652438756637
1963-01-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.997199999999998,2.8736,2.27295,NaN,NaN,NaN,0,0,55.43647293752474,-0.007164597941938661,0.042730776960143046,0.04989537490208171
1963-02-28T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.9951999999999974,2.8775999999999997,2.2696,NaN,NaN,NaN,0,0,55.43647293752474,-0.006906465696306506,0.04126229278169857,0.04816875847800508
1963-03-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.9931999999999976,2.8816,2.2753,NaN,NaN,NaN,0,0,55.43647293752474,-0.006658185510068131,0.039846026590419914,0.046504212100488045
1963-04-30T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.9911999999999974,2.8856,2.2843,NaN,NaN,NaN,0,0,55.43647293752474,-0.006419373140753221,0.03847999567454652,0.04489936881529974
1963-06-30T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.989199999999997,2.8895999999999997,2.2924,NaN,NaN,NaN,0,0,55.43647293752474,-0.006189653974684073,0.03716230134694465,0.04335195532162872
1963-07-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.9871999999999974,2.8936,2.29515,NaN,NaN,NaN,0,0,55.43647293752474,-0.005968664404641458,0.0358911248158269,0.04185978922046836
1963-09-30T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999993,2.985199999999997,2.8975999999999997,2.30405,NaN,NaN,NaN,0,0,55.43647293752474,-0.0057560527431620295,0.03466472329151582,0.04042077603467785
1963-10-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.983199999999997,2.9015999999999997,2.3146,NaN,NaN,NaN,0,0,55.43647293752474,-0.005551479776463961,0.033481426314097895,0.039032906090561856
1963-12-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.981199999999997,2.9056,2.3247,NaN,NaN,NaN,0,0,55.43647293752474,-0.005354619042164888,0.032339632287855746,0.037694251330020634
1964-03-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.979199999999997,2.9095999999999997,2.3345499999999997,NaN,NaN,NaN,0,0,55.43647293752474,-0.0051651568965480205,0.031237805209335612,0.03640296210588363
1964-04-30T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.9771999999999967,2.9135999999999997,2.3452,NaN,NaN,NaN,0,0,55.43647293752474,-0.004982792423258754,0.03017447157681019,0.035157264000068945
1964-05-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9699999999999998,2.975199999999997,2.9175999999999997,2.35565,NaN,NaN,NaN,0,0,55.43647293752474,-0.004807237224270837,0.029148217469730398,0.033955454694001234
1964-06-30T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.9675,2.972199999999997,2.9211,2.3667,NaN,NaN,NaN,0,0,54.97590957318389,-0.0062678447547969765,0.026120648750505016,0.03238849350530199
1964-08-31T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.9649999999999994,2.969199999999997,2.9246,2.3769,NaN,NaN,NaN,0,0,54.9759095731839,-0.007233760859579837,0.023346292430827198,0.030580053290407035
1964-09-30T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.9624999999999995,2.967599999999997,2.9280999999999993,2.3868,NaN,NaN,NaN,0,0,54.97590957318389,-0.007819700951000468,0.02080542710165645,0.028625128052656917
1964-11-30T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.96,2.9659999999999975,2.9315999999999995,2.39705,NaN,NaN,NaN,0,0,54.97590957318389,-0.008116242951271321,0.018479824363567765,0.026596067314839086
1964-12-31T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.9575,2.964999999999997,2.9351,2.4083,NaN,NaN,NaN,0,0,54.9759095731839,-0.008194744122835818,0.016352637161294314,0.024547381284130133
1965-01-31T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.9549999999999996,2.963999999999997,2.9361,2.4187,NaN,NaN,NaN,0,0,54.9759095731839,-0.008111267886882337,0.014408296425527212,0.02251956431240955
1965-02-28T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.9524999999999997,2.9629999999999965,2.9370999999999996,2.4265,NaN,NaN,NaN,0,0,54.9759095731839,-0.00790971912558681,0.012632415405426034,0.020542134531012845
1965-03-31T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.95,2.961999999999997,2.9381,2.4352,NaN,NaN,NaN,0,0,54.9759095731839,-0.007624346728009365,0.011011701121001138,0.018636047849010504
1965-05-31T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.9475,2.9609999999999967,2.9391000000000003,2.44585,NaN,NaN,NaN,0,0,54.975909573183905,-0.007281740353715881,0.009533872406865651,0.016815612760581532
1965-06-30T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.945,2.9599999999999973,2.9400999999999997,2.4545,NaN,NaN,NaN,0,0,54.975909573183905,-0.006902422962046647,0.008187584058023223,0.01509000702006987
1965-08-31T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.9425,2.958999999999997,2.9411,2.4643,NaN,NaN,NaN,0,0,54.975909573183905,-0.006502120316330611,0.006962356624656607,0.013464476940987218
1965-09-30T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.9399999999999995,2.9579999999999966,2.9421,2.4749,NaN,NaN,NaN,0,0,54.975909573183905,-0.006092772403622368,0.005848511436459258,0.011941283840081626
1965-10-31T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.9374999999999996,2.956999999999997,2.9431,2.4848,NaN,NaN,NaN,0,0,54.975909573183905,-0.005683338697531137,0.004837110468167705,0.010520449165698841
1965-11-30T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.9349999999999996,2.955999999999997,2.9440999999999997,2.4957499999999997,NaN,NaN,NaN,0,0,54.975909573183905,-0.0052804387831584775,0.0039199006867507435,0.009200339469909221
1966-01-31T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.9324999999999997,2.9549999999999965,2.9451,2.5067500000000003,NaN,NaN,NaN,0,0,54.975909573183905,-0.004888861538033714,0.0030892625473670776,0.007978124085400792
1966-02-28T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.9299999999999997,2.953999999999996,2.9461,2.51775,NaN,NaN,NaN,0,0,54.975909573183905,-0.004511969404400166,0.002338162329900584,0.00685013173430075
1966-03-31T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.9274999999999998,2.9529999999999967,2.9471000000000003,2.52885,NaN,NaN,NaN,0,0,54.975909573183905,-0.004152018962851342,0.0016601080307365734,0.005812126993587915
1966-05-31T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.925,2.951999999999997,2.9481,2.5397499999999997,NaN,NaN,NaN,0,0,54.975909573183905,-0.0038104147583848894,0.0010491085456068028,0.004859523303991692
1966-06-30T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.9225000000000003,2.950999999999997,2.9491,2.5496,NaN,NaN,NaN,0,0,54.975909573183905,-0.0034879099240518532,0.0004996358989268757,0.003987545822978729
1966-07-31T22:00:00Z,2.92,2.92,2.92,2.92,NaN,2.9200000000000004,2.9499999999999966,2.9501,2.5601499999999997,NaN,NaN,NaN,0,0,54.975909573183905,-0.0031847644238250762,0.000006590293197383801,0.00319135471702246
1966-08-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9225000000000003,2.9499999999999966,2.9516000000000004,2.5718,NaN,NaN,NaN,0,0,55.43882376942456,-0.0012712399289269575,0.0016023048058637634,0.002873544734790721
1966-10-31T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9250000000000003,2.9499999999999966,2.9531,2.57885,NaN,NaN,NaN,0,0,55.43882376942456,0.00012245340211444137,0.0030266114874337724,0.002904158085319331
1966-11-30T22:00:00Z,2.97,2.97,2.97,2.97,NaN,2.9275,2.9499999999999966,2.9545999999999997,2.5838,NaN,NaN,NaN,0,0,55.43882376942456,0.0011118581500008501,0.004293980772820394,0.0031821226228195437
1967-01-31T22:00:00Z,3,3,3,3,NaN,2.9315,2.9505999999999966,2.9564,2.58875,NaN,NaN,NaN,0,0,55.72128530525229,0.0027662813549239255,0.006639974316474451,0.003873692961550525
1967-02-28T22:00:00Z,3,3,3,3,NaN,2.9355,2.9511999999999965,2.9581999999999997,2.5883999999999996,NaN,NaN,NaN,0,0,55.72128530525229,0.0038797563140785026,0.008723388354148653,0.004843632040070151
1967-04-30T22:00:00Z,3,3,3,3,NaN,2.9395000000000002,2.951799999999997,2.96,2.5967000000000002,NaN,NaN,NaN,0,0,55.72128530525229,0.0045784010024779095,0.010566633293167538,0.005988232290689628
1967-05-31T22:00:00Z,3,3,3,3,NaN,2.9435000000000002,2.952399999999997,2.9618,2.6045499999999997,NaN,NaN,NaN,0,0,55.72128530525229,0.004961702840701005,0.012190360841565884,0.007228658000864879
1967-07-31T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.951,2.954399999999996,2.9642999999999997,2.6115,NaN,NaN,NaN,0,0,56.3956874009565,0.007389433137652578,0.0164654494229306,0.009076016285278023
1967-08-31T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.9585,2.956399999999996,2.9667999999999997,2.61745,NaN,NaN,NaN,0,0,56.3956874009565,0.008940196705325814,0.02025126216693529,0.011311065461609477
1967-10-31T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.966,2.9583999999999957,2.9692999999999996,2.62695,NaN,NaN,NaN,0,0,56.395687400956504,0.009822983749514385,0.023589795148502457,0.013766811398988072
1967-11-30T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.9735,2.9603999999999955,2.9717999999999996,2.63595,NaN,NaN,NaN,0,0,56.395687400956504,0.010202344354020707,0.026519741841513955,0.016317397487493248
1967-12-31T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.9810000000000003,2.9623999999999957,2.9742999999999995,2.64535,NaN,NaN,NaN,0,0,56.395687400956504,0.010207477328895667,0.029076744148612832,0.018869266819717165
1968-01-31T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.9885,2.9643999999999955,2.9767999999999994,2.65745,NaN,NaN,NaN,0,0,56.395687400956504,0.009939486242721306,0.0312936246231188,0.021354138380397493
1968-02-29T22:00:00Z,3.07,3.07,3.07,3.07,NaN,2.996,2.9663999999999957,2.9792999999999994,2.6677999999999997,NaN,NaN,NaN,0,0,56.395687400956504,0.0094771703223454,0.033200601283329245,0.023723430960983845
1968-03-31T22:00:00Z,3.07,3.07,3.07,3.07,NaN,3.0035,2.968399999999996,2.9818000000000002,2.6782999999999997,NaN,NaN,NaN,0,0,56.395687400956504,0.008881644283640262,0.03482548631553417,0.02594384203189391
